name,year,selling_price,km_driven,owner,mileage(km/ltr/kg),engine,max_power,seats,fuel_CNG,fuel_Diesel,fuel_LPG,fuel_Petrol,seller_type_Dealer,seller_type_Individual,seller_type_Trustmark Dealer,transmission_Automatic,transmission_Manual,price_category
Maruti Swift Dzire VDi,-0.772349970857733,350000,0.05825103285127958,4.0,0.4595238095238095,0.2093959731543624,-0.4948215319077358,0.24999999999999997,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
Renault KWID 1.0 RXT Optional,1.0395016711756744,400000,0.025418393734092055,0.0,0.5478571428571428,0.12583892617449663,-0.6878557643505584,0.24999999999999997,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1
Chevrolet Enjoy 1.3 TCDi LS 7,0.5218297734518437,420000,0.02965486329760012,0.0,0.4333333333333333,0.2093959731543624,-0.4992976880223523,0.41666666666666663,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
Maruti Wagon R VXI BS IV,0.26299382458992826,430000,0.0021178111347976833,0.0,0.48833333333333334,0.12550335570469798,-0.6867367253219042,0.24999999999999997,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1
Maruti Swift VXI Optional,0.780665722313759,573000,0.012708985043567853,0.0,0.48571428571428565,0.19228187919463088,-0.27381132374856254,0.24999999999999997,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1
Hyundai EON D Lite Plus,0.26299382458992826,210000,0.01694545460707592,0.0,0.5023809523809524,0.06375838926174496,-1.017972277803501,0.24999999999999997,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
Renault Duster 110PS Diesel RxZ,0.26299382458992826,600000,0.025418393734092055,0.0,0.45261904761904764,0.2808724832214765,0.4717484290921939,0.24999999999999997,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
Honda City 2017-2020 GXi,-1.548857817443479,150000,0.02965486329760012,4.0,0.4214285714285714,0.2929530201342282,-0.38012003147069656,0.24999999999999997,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
Tata Tigor 1.2 Revotron XT,1.2983376200375896,550000,0.006354280698305751,0.0,0.48333333333333334,0.1929530201342282,-0.21226417717259008,0.24999999999999997,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1
Maruti Swift Dzire ZDi,-0.772349970857733,320000,0.046600741551632394,2.0,0.4595238095238095,0.2093959731543624,-0.4948215319077358,0.24999999999999997,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
Maruti 800 AC,-3.619545408338802,80000,0.02965486329760012,1.0,0.38333333333333336,0.057718120805369116,-1.527135035841091,0.16666666666666666,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
Honda Amaze VX Diesel BSIV,1.2983376200375896,800000,0.004236045916551717,0.0,0.6523809523809523,0.2932885906040268,0.19702434755762607,0.24999999999999997,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2
Maruti Ertiga ZXI,-0.2546780731339024,500000,0.025418393734092055,0.0,0.3814285714285714,0.2513422818791946,0.05910278727601547,0.41666666666666663,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1
Tata Manza Aura Quadrajet,-0.772349970857733,229999,0.046600741551632394,2.0,0.44761904761904764,0.2093959731543624,-0.0444083228744836,0.24999999999999997,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
Maruti Ertiga ZXI,-0.2546780731339024,500000,0.025418393734092055,0.0,0.3814285714285714,0.2513422818791946,0.05910278727601547,0.41666666666666663,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1
Hyundai i20 Asta 1.2,0.26299382458992826,630000,0.014827219825321886,0.0,0.4428571428571429,0.19228187919463088,-0.27297204447707196,0.24999999999999997,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2
Maruti Omni E MPI STD BS IV,0.5218297734518437,190000,0.02965486329760012,2.0,0.4,0.057718120805369116,-1.6054677678468736,0.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
Tata Manza Aura Quadrajet,-0.772349970857733,229999,0.046600741551632394,2.0,0.44761904761904764,0.2093959731543624,-0.0444083228744836,0.24999999999999997,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
Mahindra Bolero VLX CRDe,-0.772349970857733,450000,0.04236427198812433,2.0,0.32380952380952377,0.6372483221476509,-0.7997596672159627,0.41666666666666663,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
Maruti Alto Std,-1.548857817443479,95000,0.05083721111514047,0.0,0.469047619047619,0.057718120805369116,-1.266958461679026,0.24999999999999997,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
Maruti Omni 8 Seater BSII,-1.2900218685815639,101000,0.03812780242461626,1.0,0.469047619047619,0.057718120805369116,-1.583086987273793,0.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
Honda Amaze E i-Dtech,0.5218297734518437,500000,0.02965486329760012,2.0,0.6142857142857143,0.2932885906040268,0.19618506828613552,0.24999999999999997,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
Toyota Innova 2.5 VX (Diesel) 7 Seater,0.004157875728012938,1019999,0.037280508511914646,2.0,0.3092857142857143,0.6275167785234899,0.2521370197188377,0.41666666666666663,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2
Hyundai EON Era Plus,-0.5135140219958177,244000,0.016098160694374305,0.0,0.5023809523809524,0.06375838926174496,-1.017972277803501,0.24999999999999997,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
Maruti Wagon R LXI BS IV,-0.2546780731339024,250000,0.03812780242461626,2.0,0.48833333333333334,0.12550335570469798,-0.6867367253219042,0.24999999999999997,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
Maruti Baleno Alpha 1.2,0.5218297734518437,660000,0.025418393734092055,0.0,0.5095238095238095,0.19228187919463088,-0.2374425553173062,0.24999999999999997,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2
Hyundai i20 Magna,-1.0311859197196485,270000,0.025418393734092055,0.0,0.44047619047619047,0.19228187919463088,-0.3241680800379944,0.24999999999999997,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
Maruti Ritz VDi,-0.5135140219958177,280000,0.06611392036115056,0.0,0.5523809523809523,0.2093959731543624,-0.49370249287908197,0.24999999999999997,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
Hyundai Creta 1.6 CRDi SX,0.780665722313759,1050000,0.025418393734092055,0.0,0.4683333333333333,0.3214765100671141,0.9683219980574256,0.24999999999999997,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2
Maruti Swift Dzire VXI,0.780665722313759,525000,0.02965486329760012,0.0,0.49642857142857144,0.19228187919463088,-0.23632351628865197,0.24999999999999997,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1
Hyundai Verna 1.6 CRDi S,0.780665722313759,850000,0.014827219825321886,0.0,0.569047619047619,0.3214765100671141,0.9683219980574256,0.24999999999999997,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2
Mahindra XUV500 W10 1.99 mHawk,0.5218297734518437,1165000,0.021181924170583986,0.0,0.38095238095238093,0.46073825503355703,1.3543904629430703,0.41666666666666663,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2
Maruti Swift ZXI,-0.5135140219958177,345000,0.021181924170583986,2.0,0.4428571428571429,0.19228187919463088,-0.1619074208831582,0.24999999999999997,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1
Hyundai Santro Xing XS,-1.8076937663053945,95000,0.04236427198812433,2.0,0.4238095238095238,0.15503355704697988,-0.7997596672159627,0.24999999999999997,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
Maruti Alto 800 LXI,0.26299382458992826,241000,0.006354280698305751,0.0,0.5414285714285714,0.057718120805369116,-1.2389824859626748,0.24999999999999997,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
Maruti Alto 800 LXI,0.26299382458992826,235000,0.008472515480059785,0.0,0.5414285714285714,0.057718120805369116,-1.2389824859626748,0.24999999999999997,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
Ford EcoSport 1.5 TDCi Titanium Plus BSIV,0.26299382458992826,615000,0.033891332861108195,0.0,0.5421428571428571,0.2932885906040268,0.19590530852897226,0.24999999999999997,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2
Mahindra Verito Vibe 1.5 dCi D4,0.004157875728012938,350000,0.046600741551632394,2.0,0.49523809523809526,0.2808724832214765,-0.7689860939279767,0.24999999999999997,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
Maruti Wagon R Stingray VXI,0.004157875728012938,350000,0.014827219825321886,0.0,0.48833333333333334,0.12550335570469798,-0.6867367253219042,0.24999999999999997,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1
Maruti Wagon R Stingray VXI,0.004157875728012938,380000,0.014827219825321886,0.0,0.48833333333333334,0.12550335570469798,-0.6867367253219042,0.24999999999999997,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1
Tata Sumo Gold EX BSIII,0.780665722313759,400000,0.0593101502421566,0.0,0.33499999999999996,0.7825503355704697,-0.6316240531606926,0.41666666666666663,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
Maruti Zen Estilo LXI BS IV,-1.0311859197196485,220000,0.01694545460707592,0.0,0.45238095238095233,0.12550335570469798,-0.6850581667789235,0.24999999999999997,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
Tata Sumo GX,-1.548857817443479,270000,0.046600741551632394,4.0,0.34285714285714286,0.5218120805369127,0.7948709486160488,0.41666666666666663,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
Maruti Ritz ZXi,-0.5135140219958177,275000,0.02965486329760012,2.0,0.44047619047619047,0.19228187919463088,-0.1619074208831582,0.24999999999999997,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
Tata Indica Vista Terra 1.4 TDI,-1.2900218685815639,125000,0.04236427198812433,2.0,0.40476190476190477,0.2620805369127517,-0.5759518614851541,0.24999999999999997,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
Hyundai i10 Sportz 1.1L,0.26299382458992826,360000,0.008472515480059785,0.0,0.4716666666666666,0.15503355704697988,-0.6584809898483899,0.24999999999999997,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1
Hyundai Grand i10 1.2 Kappa Sportz BSIV,1.2983376200375896,550000,0.006354280698305751,0.0,0.44999999999999996,0.19228187919463088,-0.2721327652055814,0.24999999999999997,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1
Ford Fiesta 1.4 ZXi Duratec,-0.772349970857733,200000,0.02965486329760012,2.0,0.3952380952380953,0.25637583892617444,-0.6598797886342074,0.24999999999999997,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
Mahindra KUV 100 mFALCON G80 K2,0.5218297734518437,327000,0.008472515480059785,0.0,0.4321428571428571,0.19261744966442954,-0.2682161286052922,0.33333333333333337,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1
Hyundai i10 Sportz 1.1L,0.5218297734518437,425000,0.006354280698305751,0.0,0.4716666666666666,0.15503355704697988,-0.6584809898483899,0.24999999999999997,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1
Maruti Swift Dzire VDI,0.780665722313759,620000,0.045329800682579975,0.0,0.6761904761904761,0.2093959731543624,-0.49146441482177394,0.24999999999999997,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2
Tata Indica Vista Aqua 1.3 Quadrajet BSIV,-0.772349970857733,130000,0.022876511995987215,2.0,0.43809523809523804,0.2093959731543624,-0.4640479586197498,0.24999999999999997,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
Maruti Alto LX,-1.2900218685815639,120000,0.02457109982139044,0.0,0.469047619047619,0.057718120805369116,-1.266958461679026,0.24999999999999997,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
Mahindra Scorpio SLE BSIV,-0.772349970857733,400000,0.046600741551632394,2.0,0.2869047619047619,0.5218120805369127,0.7948709486160488,0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
Hyundai Verna CRDi SX,-1.8076937663053945,185000,0.03812780242461626,1.0,0.4,0.2916107382550335,0.515111191452538,0.24999999999999997,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
Hyundai EON 1.0 Kappa Magna Plus,0.26299382458992826,204999,0.018216395476128338,2.0,0.48333333333333334,0.12550335570469798,-0.6584809898483899,0.24999999999999997,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
Maruti Swift Dzire VDI,0.780665722313759,625000,0.018216395476128338,0.0,0.6761904761904761,0.2093959731543624,-0.49146441482177394,0.24999999999999997,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2
Maruti Ertiga ZDI,-0.2546780731339024,600000,0.025418393734092055,0.0,0.4945238095238095,0.2093959731543624,-0.07797949373410497,0.41666666666666663,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
Tata Indigo GLX,-0.772349970857733,150000,0.06354661980566467,0.0,0.3047619047619048,0.25906040268456376,-0.184288201456239,0.24999999999999997,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
Renault KWID 1.0 RXT Optional,0.780665722313759,300000,0.014827219825321886,0.0,0.5478571428571428,0.12583892617449663,-0.6878557643505584,0.24999999999999997,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
Chevrolet Sail Hatchback Petrol,-0.2546780731339024,229999,0.01948733634518076,0.0,0.4333333333333333,0.1929530201342282,-0.18988339659950929,0.24999999999999997,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
Maruti Omni E MPI STD BS IV,1.0395016711756744,220000,0.004236045916551717,0.0,0.4,0.057718120805369116,-1.6054677678468736,0.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
Hyundai i20 Asta Option 1.2,0.5218297734518437,576000,0.014827219825321886,0.0,0.4428571428571429,0.19228187919463088,-0.27297204447707196,0.24999999999999997,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1
Renault KWID RXT,0.5218297734518437,265000,0.021181924170583986,0.0,0.5992857142857143,0.05872483221476513,-1.0711266316645682,0.24999999999999997,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
Hyundai Verna 1.6 VGT CRDi,-0.772349970857733,300000,0.033891332861108195,0.0,0.5314285714285714,0.3214765100671141,0.9716791151433875,0.24999999999999997,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
Tata Tigor 1.05 Revotorq XZ,0.780665722313759,420000,0.046600741551632394,0.0,0.588095238095238,0.1419463087248322,-0.6319038129178562,0.24999999999999997,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
Maruti Ertiga VDI,0.26299382458992826,750000,0.005930633741954944,0.0,0.4945238095238095,0.2093959731543624,-0.0790985327627588,0.41666666666666663,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2
Maruti Alto 800 CNG LXI,-0.5135140219958177,165000,0.025418393734092055,2.0,0.7252380952380952,0.057718120805369116,-1.2389824859626748,0.24999999999999997,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
Renault KWID RXT,0.780665722313759,290000,0.011861691130866239,0.0,0.5992857142857143,0.05872483221476513,-1.0711266316645682,0.24999999999999997,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
Hyundai EON Era,-0.772349970857733,160000,0.024147452865039633,0.0,0.5023809523809524,0.06375838926174496,-1.017972277803501,0.24999999999999997,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
Maruti Swift Dzire ZDI,0.780665722313759,695000,0.021181924170583986,0.0,0.633095238095238,0.2093959731543624,-0.49202393433610087,0.24999999999999997,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2
Maruti Wagon R Duo Lxi,-0.5135140219958177,231000,0.02965486329760012,0.0,0.6238095238095237,0.12550335570469798,-0.9340443506544478,0.24999999999999997,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
Toyota Corolla Altis D-4D J,0.26299382458992826,1050000,0.025418393734092055,0.0,0.5102380952380952,0.2483221476510067,-0.12274105488026654,0.24999999999999997,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2
Hyundai i20 Sportz 1.2,-0.2546780731339024,400000,0.02965486329760012,0.0,0.44047619047619047,0.19228187919463088,-0.24443654924639396,0.24999999999999997,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1
Hyundai i20 2015-2017 Sportz 1.2,0.5218297734518437,500000,0.01694545460707592,0.0,0.4428571428571429,0.19228187919463088,-0.27297204447707196,0.24999999999999997,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1
Tata Manza Aqua Quadrajet BS IV,-1.0311859197196485,150000,0.05083721111514047,2.0,0.5028571428571429,0.2093959731543624,-0.07797949373410497,0.24999999999999997,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
Mahindra Xylo H4,0.5218297734518437,400000,0.0593101502421566,2.0,0.3338095238095238,0.5218120805369127,0.7473117898982519,0.41666666666666663,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
Tata Indigo LS,-1.0311859197196485,120000,0.04236427198812433,2.0,0.40476190476190477,0.2620805369127517,-0.6039278372015052,0.24999999999999997,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
Mahindra Xylo H4,0.004157875728012938,480000,0.05083721111514047,2.0,0.3338095238095238,0.5218120805369127,0.7473117898982519,0.41666666666666663,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
Tata Indigo CS LX (TDI) BS-III,-0.2546780731339024,200000,0.05083721111514047,2.0,0.4545238095238095,0.2620805369127517,-0.6316240531606926,0.24999999999999997,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
Ford Fiesta Classic 1.4 Duratorq CLXI,-0.5135140219958177,300000,0.02711298155949528,2.0,0.4238095238095238,0.2600671140939598,-0.6878557643505584,0.24999999999999997,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
Maruti Celerio VXI,0.26299382458992826,350000,0.010590750261813818,0.0,0.55,0.12550335570469798,-0.6867367253219042,0.24999999999999997,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1
Renault Triber RXT BSIV,1.2983376200375896,580000,0.00508333982925333,0.0,0.47619047619047616,0.12583892617449663,-0.5479758857688031,0.41666666666666663,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1
Chevrolet Beat Diesel LT,-0.5135140219958177,200000,0.02965486329760012,2.0,0.6057142857142858,0.10469798657718118,-0.9508299360842585,0.24999999999999997,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
Mahindra Scorpio Getaway,0.5218297734518437,750000,0.05083721111514047,0.0,0.26190476190476186,0.5218120805369127,0.7948709486160488,0.24999999999999997,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2
Renault KWID RXT,0.5218297734518437,261000,0.03812780242461626,0.0,0.5992857142857143,0.05872483221476513,-1.0711266316645682,0.24999999999999997,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
Chevrolet Sail 1.2 LS ABS,0.26299382458992826,371000,0.01694545460707592,0.0,0.4333333333333333,0.1929530201342282,-0.25702573831875164,0.24999999999999997,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1
Mahindra Bolero DI Non AC BSIII,-1.0311859197196485,320000,0.1270936632582857,4.0,0.32380952380952377,0.6372483221476509,-0.7997596672159627,0.41666666666666663,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
Tata Indigo CS LX (TDI) BS III,-0.5135140219958177,204999,0.05083721111514047,2.0,0.4545238095238095,0.25906040268456376,-0.6319038129178562,0.24999999999999997,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
Hyundai Accent GLX,-2.843037561753056,110000,0.03812780242461626,2.0,0.3142857142857142,0.2922818791946309,0.06749557999092072,0.24999999999999997,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
Ford Fusion 1.4 TDCi Diesel,-1.2900218685815639,150000,0.04236427198812433,1.0,0.4214285714285714,0.2600671140939598,-0.6598797886342074,0.24999999999999997,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
Mahindra Bolero 2011-2019 SLX,0.5218297734518437,625000,0.03812780242461626,2.0,0.38,0.6372483221476509,-0.8249380453606786,0.41666666666666663,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2
Mahindra Scorpio 1.99 S10,0.780665722313759,1300000,0.021181924170583986,2.0,0.36666666666666664,0.46073825503355703,0.7948709486160488,0.41666666666666663,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2
Skoda Octavia Ambition 2.0 TDI MT,0.26299382458992826,900000,0.07117226501997918,0.0,0.4904761904761905,0.45100671140939597,1.3823664386594214,0.24999999999999997,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2
Ford Figo Diesel Titanium,-1.0311859197196485,180000,0.046600741551632394,2.0,0.47619047619047616,0.2600671140939598,-0.6598797886342074,0.24999999999999997,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
Mahindra Bolero SLX,-1.0311859197196485,421000,0.05083721111514047,2.0,0.32380952380952377,0.6372483221476509,-0.7997596672159627,0.41666666666666663,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
Tata Indigo CS LX (TDI) BS III,-0.5135140219958177,204999,0.05083721111514047,2.0,0.4545238095238095,0.25906040268456376,-0.6319038129178562,0.24999999999999997,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
Honda WR-V i-DTEC VX,0.780665722313759,900000,0.01694545460707592,0.0,0.6071428571428571,0.2932885906040268,0.19618506828613552,0.24999999999999997,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2
Honda City 2017-2020 GXi,-2.06652971516731,165000,0.046600741551632394,2.0,0.4214285714285714,0.2929530201342282,-0.38012003147069656,0.24999999999999997,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
Hyundai i20 Magna 1.4 CRDi,-1.0311859197196485,270000,0.04236427198812433,1.0,0.5214285714285714,0.25906040268456376,-0.0444083228744836,0.24999999999999997,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
Maruti Vitara Brezza VDi,0.780665722313759,750000,0.01694545460707592,0.0,0.5785714285714285,0.2093959731543624,-0.08637228644901021,0.24999999999999997,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2
Hyundai Elite i20 Petrol Asta Option,1.2983376200375896,750000,0.012708985043567853,0.0,0.4428571428571429,0.19228187919463088,-0.2721327652055814,0.24999999999999997,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2
Maruti 800 Std,-3.101873510614971,40000,0.033891332861108195,4.0,0.38333333333333336,0.057718120805369116,-1.527135035841091,0.16666666666666666,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
Ford Figo Diesel Titanium,-0.772349970857733,190000,0.03812780242461626,2.0,0.47619047619047616,0.2600671140939598,-0.6598797886342074,0.24999999999999997,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
Toyota Innova 2.5 G4 Diesel 7-seater,-1.2900218685815639,395000,0.084728967623205,4.0,0.3047619047619048,0.6275167785234899,0.29130338572172937,0.41666666666666663,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
Toyota Fortuner 3.0 Diesel,-1.0311859197196485,800000,0.0529554458968945,2.0,0.2738095238095238,0.7912751677852348,2.2216457101499536,0.41666666666666663,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2
Hyundai i20 1.2 Sportz,-0.772349970857733,315000,0.033891332861108195,0.0,0.40476190476190477,0.19228187919463088,-0.3241680800379944,0.24999999999999997,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
Audi A4 2.0 TDI,0.004157875728012938,1600000,0.018640042432479145,2.0,0.39404761904761904,0.45100671140939597,1.5644900405728668,0.24999999999999997,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2
Toyota Etios GD,-0.2546780731339024,409999,0.03812780242461626,0.0,0.5616666666666666,0.2483221476510067,-0.6867367253219042,0.24999999999999997,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
Hyundai Grand i10 1.2 Kappa Sportz BSIV,1.0395016711756744,580000,0.013556278956269466,0.0,0.44999999999999996,0.19228187919463088,-0.2721327652055814,0.24999999999999997,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1
Hyundai i20 Sportz 1.2,-0.2546780731339024,340000,0.02965486329760012,0.0,0.44047619047619047,0.19228187919463088,-0.24443654924639396,0.24999999999999997,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1
Hyundai EON Magna Plus,0.26299382458992826,270000,0.018216395476128338,0.0,0.5023809523809524,0.06375838926174496,-1.017972277803501,0.24999999999999997,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
Tata Zest Quadrajet 1.3 75PS XE,0.780665722313759,280000,0.033891332861108195,0.0,0.5464285714285714,0.2093959731543624,-0.49202393433610087,0.24999999999999997,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
Tata Indica Vista Quadrajet VX,-0.5135140219958177,130000,0.025418393734092055,0.0,0.530952380952381,0.2093959731543624,-0.49202393433610087,0.24999999999999997,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
Hyundai EON Era Plus,0.004157875728012938,260000,0.008025567941109684,0.0,0.5023809523809524,0.06375838926174496,-1.017972277803501,0.24999999999999997,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
Hyundai Grand i10 1.2 CRDi Asta,1.0395016711756744,710000,0.02965486329760012,0.0,0.5714285714285714,0.18859060402684566,-0.49286321360759144,0.24999999999999997,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2
Maruti Eeco Smiles 7 Seater Standard,-0.2546780731339024,204999,0.04236427198812433,4.0,0.35952380952380947,0.19194630872483223,-0.5199999100524519,0.41666666666666663,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
Datsun GO Plus Anniversary Edition,0.780665722313759,300000,0.025418393734092055,0.0,0.490952380952381,0.19261744966442954,-0.6878557643505584,0.41666666666666663,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
Maruti Swift Dzire VDi,-1.2900218685815639,180000,0.06100473806755983,2.0,0.4595238095238095,0.2093959731543624,-0.4948215319077358,0.24999999999999997,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
